tag,step,wall_time,value
train/action_error,1,1786567007.275121,0.5260803699493408
train/action_error,11,1786567007.350582,0.4599657654762268
train/action_error,21,1786567007.437639,0.40721458196640015
train/action_error,31,1786567007.519650,0.4055516719818115
train/action_error,41,1786567007.601845,0.42795753479003906
train/action_error,51,1786567007.684866,0.415263295173645
train/action_error,61,1786567007.774722,0.4285159707069397
train/action_error,71,1786567007.870476,0.4043877124786377
train/action_error,81,1786567007.945530,0.4340458810329437
train/action_error,91,1786567008.035746,0.3841567635536194
train/action_error,101,1786567008.112415,0.42587244510650635
train/action_error,111,1786567008.201250,0.39441120624542236
train/action_error,121,1786567008.273955,0.3801760673522949
train/action_error,131,1786567008.365202,0.30950015783309937
train/action_error,141,1786567008.451871,0.25577569007873535
train/action_error,151,1786567008.540699,0.2709406912326813
train/action_error,161,1786567008.622285,0.23555099964141846
train/action_error,171,1786567008.709489,0.22050981223583221
train/action_error,181,1786567008.784150,0.1947905421257019
train/action_error,191,1786567008.861062,0.23067937791347504
train/action_error,201,1786567008.941059,0.19062107801437378
train/action_error,211,1786567009.023084,0.24412547051906586
train/action_error,221,1786567009.103176,0.18395480513572693
train/action_error,231,1786567009.196710,0.16896763443946838
train/action_error,241,1786567009.282867,0.17727208137512207
train/action_error,251,1786567009.373880,0.16559457778930664
train/action_error,261,1786567009.449963,0.1562741994857788
train/action_error,271,1786567009.536883,0.13788357377052307
train/action_error,281,1786567009.622251,0.11220322549343109
train/action_error,291,1786567009.699189,0.16547861695289612
train/action_error,301,1786567009.770787,0.09479410201311111
train/action_error,311,1786567009.857399,0.16173474490642548
train/action_error,321,1786567009.944387,0.1255338042974472
train/action_error,331,1786567010.031695,0.11185109615325928
train/action_error,341,1786567010.115257,0.11329907178878784
train/action_error,351,1786567010.196555,0.08864890038967133
train/action_error,361,1786567010.295842,0.11523030698299408
train/action_error,371,1786567010.396727,0.11005476117134094
train/action_error,381,1786567010.469998,0.05324011296033859
train/action_error,391,1786567010.554018,0.0848076194524765
train/action_error,401,1786567010.633002,0.0636025220155716
train/action_error,411,1786567010.696200,0.10283549129962921
train/action_error,421,1786567010.784746,0.11092658340930939
train/action_error,431,1786567010.869127,0.08525045216083527
train/action_error,441,1786567010.954595,0.13285422325134277
train/action_error,451,1786567011.029942,0.050913453102111816
train/action_error,461,1786567011.106381,0.0693366676568985
train/action_error,471,1786567011.190312,0.058055128902196884
train/action_error,481,1786567011.269537,0.07665647566318512
train/action_error,491,1786567011.341708,0.051533639430999756
train/action_error,501,1786567011.422945,0.0649474635720253
train/action_error,511,1786567011.505476,0.056612953543663025
train/action_error,521,1786567011.574000,0.033044032752513885
train/action_error,531,1786567011.663815,0.07766105234622955
train/action_error,541,1786567011.739997,0.09516433626413345
train/action_error,551,1786567011.827244,0.07286631315946579
train/action_error,561,1786567011.908278,0.0958392545580864
train/action_error,571,1786567011.999839,0.07216010987758636
train/action_error,581,1786567012.076999,0.06431983411312103
train/action_error,591,1786567012.163779,0.058550961315631866
train/action_error,601,1786567012.240391,0.03853327035903931
train/action_error,611,1786567012.329556,0.09081879258155823
train/action_error,621,1786567012.422937,0.05825914070010185
train/action_error,631,1786567012.494414,0.05311529338359833
train/action_error,641,1786567012.577459,0.07624505460262299
train/action_error,651,1786567012.663841,0.08267635107040405
train/action_error,661,1786567012.744269,0.07351498305797577
train/action_error,671,1786567012.816566,0.0847611054778099
train/action_error,681,1786567012.903937,0.08744879812002182
train/action_error,691,1786567012.979873,0.05497848242521286
train/action_error,701,1786567013.051302,0.06362592428922653
train/action_error,711,1786567013.137572,0.05155831202864647
train/action_error,721,1786567013.220807,0.04664808139204979
train/action_error,731,1786567013.324692,0.0690368041396141
train/action_error,741,1786567013.419564,0.05327118933200836
train/action_error,751,1786567013.496790,0.05548729747533798
train/action_error,761,1786567013.585019,0.06685030460357666
train/action_error,771,1786567013.670725,0.07688833773136139
train/action_error,781,1786567013.743752,0.09251172095537186
train/action_error,791,1786567013.829527,0.0478949099779129
train/action_error,801,1786567013.910354,0.060108695179224014
train/action_error,811,1786567013.980796,0.08136563748121262
train/action_error,821,1786567014.053407,0.06679776310920715
train/action_error,831,1786567014.134944,0.06002512201666832
train/action_error,841,1786567014.219957,0.04142787307500839
train/action_error,851,1786567014.294030,0.057338982820510864
train/action_error,861,1786567014.357092,0.05790147930383682
train/action_error,871,1786567014.433229,0.03169790282845497
train/action_error,881,1786567014.520345,0.03546888381242752
train/action_error,891,1786567014.607780,0.047800034284591675
train/action_error,901,1786567014.683905,0.04875627160072327
train/action_error,911,1786567014.762012,0.04762762784957886
train/action_error,921,1786567014.855901,0.07362300157546997
train/action_error,931,1786567014.934205,0.10961239784955978
train/action_error,941,1786567015.017892,0.1228666678071022
train/action_error,951,1786567015.090715,0.06742784380912781
train/action_error,961,1786567015.177865,0.044321782886981964
train/action_error,971,1786567015.262914,0.03589687496423721
train/action_error,981,1786567015.343864,0.043778061866760254
train/action_error,991,1786567015.417424,0.04753681272268295
train/action_error,1001,1786567015.832291,0.04883125424385071
train/action_error,1011,1786567016.321109,0.1360195428133011
train/action_error,1021,1786567016.425692,0.05598609149456024
train/action_error,1031,1786567016.521393,0.04211864620447159
train/action_error,1041,1786567016.613115,0.08776512742042542
train/action_error,1051,1786567016.692957,0.0502130463719368
train/action_error,1061,1786567016.784097,0.06495825946331024
train/action_error,1071,1786567016.866228,0.0664341002702713
train/action_error,1081,1786567016.953544,0.049013715237379074
train/action_error,1091,1786567017.039698,0.04353725165128708
train/action_error,1101,1786567017.123884,0.034131839871406555
train/action_error,1112,1786567017.212816,0.03636644408106804
train/action_error,1122,1786567017.295123,0.03593387454748154
train/action_error,1132,1786567017.373253,0.045532919466495514
train/action_error,1142,1786567017.458722,0.0420820377767086
train/action_error,1152,1786567017.541909,0.09533369541168213
train/action_error,1162,1786567017.634526,0.03603582829236984
train/action_error,1172,1786567017.716754,0.07805102318525314
train/action_error,1182,1786567017.798903,0.05648668110370636
train/action_error,1192,1786567017.875371,0.06923489272594452
train/action_error,1202,1786567017.957806,0.055041149258613586
train/action_error,1212,1786567018.044449,0.0281280018389225
train/action_error,1222,1786567018.122821,0.03452594578266144
train/action_error,1232,1786567018.214942,0.08112874627113342
train/action_error,1242,1786567018.296051,0.027641966938972473
train/action_error,1252,1786567018.386640,0.04962761700153351
train/action_error,1262,1786567018.467268,0.052917949855327606
train/action_error,1272,1786567018.553222,0.02748294547200203
train/action_error,1282,1786567018.629909,0.03294860199093819
train/action_error,1292,1786567018.714713,0.04038367047905922
train/action_error,1302,1786567018.790803,0.07176170498132706
train/action_error,1312,1786567018.867755,0.0351506769657135
train/action_error,1322,1786567018.952591,0.05795275792479515
train/action_error,1332,1786567019.029643,0.03807222843170166
train/action_error,1342,1786567019.097423,0.06475047767162323
train/action_error,1352,1786567019.158988,0.027000397443771362
train/action_error,1362,1786567019.251992,0.041030578315258026
train/action_error,1372,1786567019.334274,0.04499899595975876
train/action_error,1382,1786567019.423132,0.046029407531023026
train/action_error,1392,1786567019.492920,0.0238882414996624
train/action_error,1402,1786567019.570697,0.05183795094490051
train/action_error,1412,1786567019.645813,0.042269494384527206
train/action_error,1422,1786567019.711745,0.03726436197757721
train/action_error,1432,1786567019.773217,0.07036302238702774
train/action_error,1442,1786567019.850048,0.05794205516576767
train/action_error,1452,1786567019.938052,0.023338038474321365
train/action_error,1462,1786567020.016333,0.030659839510917664
train/action_error,1472,1786567020.102879,0.05944783613085747
train/action_error,1482,1786567020.183288,0.04289098456501961
train/action_error,1492,1786567020.273879,0.05617320537567139
train/action_error,1502,1786567020.365680,0.08038924634456635
train/action_error,1512,1786567020.444716,0.06170911714434624
train/action_error,1522,1786567020.532785,0.025070294737815857
train/action_error,1532,1786567020.613554,0.040701478719711304
train/action_error,1542,1786567020.683905,0.060226939618587494
train/action_error,1552,1786567020.771738,0.04937867820262909
train/action_error,1562,1786567020.865219,0.03211696445941925
train/action_error,1572,1786567020.932799,0.04418616741895676
train/action_error,1582,1786567021.011084,0.05171683803200722
train/action_error,1592,1786567021.095812,0.05777288228273392
train/action_error,1602,1786567021.168692,0.053176313638687134
train/action_error,1612,1786567021.257740,0.03860826417803764
train/action_error,1622,1786567021.338875,0.0523628294467926
train/action_error,1632,1786567021.424361,0.04776995629072189
train/action_error,1642,1786567021.520350,0.03883875161409378
train/action_error,1652,1786567021.597873,0.07016600668430328
train/action_error,1662,1786567021.673612,0.04089617729187012
train/action_error,1672,1786567021.748960,0.06330674886703491
train/action_error,1682,1786567021.824671,0.06536394357681274
train/action_error,1692,1786567021.905212,0.03831334412097931
train/action_error,1702,1786567021.979469,0.057120416313409805
train/action_error,1712,1786567022.072082,0.03172639012336731
train/action_error,1722,1786567022.151196,0.034661803394556046
train/action_error,1732,1786567022.232662,0.0363781675696373
train/action_error,1742,1786567022.329457,0.07195970416069031
train/action_error,1752,1786567022.409536,0.037866558879613876
train/action_error,1762,1786567022.481425,0.04025585204362869
train/action_error,1772,1786567022.568525,0.04203374311327934
train/action_error,1782,1786567022.635161,0.07708896696567535
train/action_error,1792,1786567022.714756,0.051658350974321365
train/action_error,1802,1786567022.799276,0.0212726891040802
train/action_error,1812,1786567022.879808,0.0643283948302269
train/action_error,1822,1786567022.952333,0.023732095956802368
train/action_error,1832,1786567023.023307,0.07196764647960663
train/action_error,1842,1786567023.118814,0.02365521341562271
train/action_error,1852,1786567023.197495,0.04890420660376549
train/action_error,1862,1786567023.285675,0.04192990064620972
train/action_error,1872,1786567023.359447,0.052900224924087524
train/action_error,1882,1786567023.454036,0.040271125733852386
train/action_error,1892,1786567023.554895,0.03131871670484543
train/action_error,1902,1786567023.626908,0.05496581271290779
train/action_error,1912,1786567023.727128,0.05966196954250336
train/action_error,1922,1786567023.801940,0.048475030809640884
train/action_error,1932,1786567023.896740,0.05452558398246765
train/action_error,1942,1786567023.972832,0.02288501337170601
train/action_error,1952,1786567024.059229,0.0490984208881855
train/action_error,1962,1786567024.129160,0.02359665371477604
train/action_error,1972,1786567024.214816,0.02192244678735733
train/action_error,1982,1786567024.308844,0.09003355354070663
train/action_error,1992,1786567024.406674,0.05267632007598877
train/action_error,2002,1786567024.547905,0.033147480338811874
